atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	h_min	h_max	ligand_atom_type	SMARTS	SMARTS_index	interaction_types
C_pi_don	1285	2.0	5.452686652755396	0.3667916620496326	0.0	0.9322120129554714	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
C_pi_don	1285	6.0	25.20005672031685	0.2380947021902004	0.0383450748967729	0.5234092813122885	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
C_pi_don	1285	0.0	20.68524240607752	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
N_pi_don_pos	1439	75.0	33.132066160845454	2.263668062109356	1.7387678183443138	2.9254169309404343	+	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi;hbond_classic
N_pi_don_pos	1439	33.0	19.544696088395742	1.688437612472934	1.067975842712933	2.454093306961284	+	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi;hbond_classic
N_pi_don_pos	1439	16.0	11.836687034802804	1.3517295804946112	0.7539001064460849	2.161915430767128	0	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi;hbond_classic
N_pi_don_pos	1439	15.0	6.44505410096438	2.327366033708784	1.367710396445458	3.402391509876156	+	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
N_pi_don_pos	1439	7.0	7.462670266807279	0.9380020488289346	0.3105964576441336	1.5788824061278284	0	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
N_pi_don_pos	1439	7.0	11.971771609000095	0.5847087823440906	0.1536068723251335	1.1873737306076928	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
N_pi_don_pos	1439	9.0	17.504766895458026	0.5141456640782367	0.1399666968912176	0.9075853223716688	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
N_pi_don_pos	1439	0.0	8.511749086067613	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
O_pi_acc_neg	1233	12.0	25.982924353429016	0.4618417787302042	0.2378742134132819	0.7562756231615564	-	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	1233	5.0	21.60056293667951	0.2314754487953457	0.0453409930866541	0.4509316758187422	-	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	1233	3.0	21.84108367843477	0.1373558219074133	0.0	0.3041833083563241	-	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	1233	2.0	15.273312869458255	0.1309473600844883	0.0	0.3252863925140624	-	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	1233	3.0	15.487622040164268	0.1937030741207435	0.0	0.4711683252857041	-	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	1233	2.0	14.924198058866136	0.1340105506581537	0.0	0.337261554667304	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	1233	5.0	14.489459155577816	0.3450784426329133	0.0753250478511557	0.6614236125271747	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	1233	0.0	3.4786485936274243	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_mix	1453	44.0	13.513361452081217	3.2560366387020223	2.472589007685119	4.0763232965157385	+	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
O_pi_mix	1453	20.0	7.596938497797492	2.632639451510422	1.6271755365839438	3.84246853465162	+	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
O_pi_mix	1453	11.0	9.062702506846929	1.2137659811396693	0.6190266250895222	1.800816997004021	0	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
O_pi_mix	1453	5.0	6.90795448009115	0.7238032639633181	0.1741316738477686	1.4305201436826056	0	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
O_pi_mix	1453	1.0	7.455710265950124	0.1341253836763148	0.0	0.4551331219061452	-	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
O_pi_mix	1453	2.0	9.71514886418574	0.2058640611646074	0.0	0.5551856966304681	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
O_pi_mix	1453	0.0	10.790902025562842	0.0	0.0	0.0	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
O_pi_mix	1453	0.0	1.9996807319929928	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation
N_pi_arom_don	1454	39.0	9.875675257836384	3.94909704721744	2.9941414971348275	4.894852385251315	+	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_arom_don	1454	15.0	3.972054498005212	3.7763832312807097	2.2707887056021865	5.589900660520083	+	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_arom_don	1454	8.0	2.387504960248781	3.3507783787667567	1.5389405651830614	6.038018254672867	+	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_arom_don	1454	6.0	1.608726686196537	3.7296577793370327	1.2897391117060604	6.558924647120636	+	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_arom_don	1454	6.0	3.481627179996939	1.7233321346041637	0.6039102318424722	3.0915101927638147	0	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_arom_don	1454	5.0	4.616960660475036	1.082963526807602	0.2339011763131722	2.1788727991661685	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_arom_don	1454	7.0	14.120297283642504	0.4957402708588203	0.1819284598681996	0.9116086509090008	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_arom_don	1454	1.0	9.161703532359374	0.109150006488201	0.0	0.3787632269872693	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
C_pi_phenyl	998	61.0	29.055373872304106	2.0994395139463635	1.5387908697058903	2.663562798178957	+	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
C_pi_phenyl	998	46.0	26.00151717391675	1.769127535609522	1.2946557828341678	2.2232441516131782	+	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
C_pi_phenyl	998	41.0	25.76173228484081	1.5915078825706908	1.1280248818761915	2.128152947373382	+	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
C_pi_phenyl	998	22.0	30.87312088886416	0.7125939771102097	0.3883045075510074	1.0130876100480712	0	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
C_pi_phenyl	998	31.0	39.04230162014496	0.7940105658116398	0.493169878956565	1.1387703802844424	0	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi
C_pi_phenyl	998	27.0	51.79915830851272	0.5212439908615811	0.3132262463598749	0.7358584225247519	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	998	44.0	158.49309276508765	0.2776146217628241	0.1646112991055448	0.4077244126440972	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_phenyl	998	12.0	141.4192547510833	0.0848540746528582	0.0349294733327319	0.1398430008648182	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	985	240.0	55.24841915360394	4.344015696317791	3.943801536182274	4.799457659623669	+	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_amide_don	985	128.0	33.2296621263646	3.851980183043874	3.318519033345349	4.406449101982261	+	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_amide_don	985	58.0	16.584714270250522	3.4971962166414747	2.748115583668094	4.248556109060446	+	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
N_pi_amide_don	985	15.0	12.48402764718307	1.2015353076684865	0.6368986385380826	1.804192562490192	0	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_amide_don	985	23.0	14.970134820396476	1.5363923088162847	0.9938026747263752	2.2224701605347463	0	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_amide_don	985	23.0	19.325393856071187	1.1901439200306083	0.763897568648695	1.5819150430963445	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_amide_don	985	19.0	42.1578849003069	0.4506867468548376	0.2580996092871288	0.6547980109254262	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
N_pi_amide_don	985	0.0	28.26270524567604	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;hydrophobic;pi;electrostatic_repulsion
C_pi_pos	1712	0.0	0.0				?	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	
C_pi_pos	1712	0.0	0.0				?	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	
C_pi_pos	1712	0.0	0.0				?	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	
C_pi_pos	1712	0.0	0.0				?	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	
C_pi_pos	1712	0.0	0.4823358163191985	0.0	0.0	0.0	-	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
C_pi_pos	1712	2.0	1.6493336224161437	1.212610943485259	0.0	3.538840128364688	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
C_pi_pos	1712	3.0	7.095336691290218	0.4228129165008629	0.0	0.9978586399225922	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
C_pi_pos	1712	0.0	6.019756514376779	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	multipolar;desolvation;pi
C_pi_neg	1478	0.0	0.9058383902309266	0.0	0.0	0.0	-	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;pi
C_pi_neg	1478	0.0	1.360449461215843	0.0	0.0	0.0	-	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;pi
C_pi_neg	1478	0.0	1.424328278406661	0.0	0.0	0.0	-	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;pi
C_pi_neg	1478	0.0	0.814530864198835	0.0	0.0	0.0	-	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi
C_pi_neg	1478	0.0	1.504487907029015	0.0	0.0	0.0	-	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	desolvation;electrostatic_repulsion;pi
C_pi_neg	1478	1.0	4.803631519221385	0.2081758344699363	0.0	0.6638222296772169	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	1478	13.0	15.156312040174674	0.857728447760975	0.4065476695032089	1.3158725077224394	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
C_pi_neg	1478	4.0	7.838072612428418	0.510329541175392	0.0	1.0661902427739651	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc	945	23.0	43.300883208989845	0.5311669946543929	0.3352606682084021	0.7295380752960283	-	0	180	0.0	0.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc	945	30.0	50.044071148291	0.5994716119538667	0.3930953689964814	0.7858097503740971	-	0	180	0.5	1.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc	945	20.0	43.419557860754615	0.4606219175271078	0.2569279621815336	0.6856302608898218	-	0	180	1.0	1.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;desolvation;pi
O_pi_acc	945	21.0	41.621533087707306	0.5045465277731982	0.3126390360510783	0.72665131739024	-	0	180	1.5	2.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	945	13.0	41.58534481050327	0.3126101288624296	0.1581718115440952	0.4929333118423756	-	0	180	2.0	2.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	945	5.0	42.22745899099449	0.1184063668397927	0.0241014957892478	0.2388522290358189	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	945	3.0	45.71735370631058	0.0656205960491955	0.0	0.1489095700355938	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc	945	0.0	12.248861913830028	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	[C^3]-[C](=[O])-[N&d2]-!@[C^3]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_carbonyl	506	0.0	0.0				?	0	180	0.0	0.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
C_pi_carbonyl	506	0.0	0.0				?	0	180	0.5	1.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
C_pi_carbonyl	506	0.0	0.128128077290055	0.0	0.0		0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	506	0.0	0.3784600661239466	0.0	0.0	0.0	-	0	180	1.5	2.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	506	0.0	0.8913890430676897	0.0	0.0	0.0	-	0	180	2.0	2.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	506	4.0	3.667990487034279	1.0905153691481255	0.2560757096548001	2.2442889235420096	0	0	180	2.5	3.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	506	45.0	31.63658084179628	1.4224040273198173	1.0288460124129764	1.79649921221196	+	0	180	3.0	3.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
C_pi_carbonyl	506	26.0	26.63930076858521	0.97600159350507	0.6395052272693331	1.3544470427936	0	0	180	3.5	4.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
N_pi	695	0.0	0.0				?	0	180	0.0	0.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi	695	0.0	0.0				?	0	180	0.5	1.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi	695	0.0	0.0				?	0	180	1.0	1.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi	695	0.0	0.0				?	0	180	1.5	2.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi	695	0.0	0.0				?	0	180	2.0	2.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi	695	0.0	0.0				?	0	180	2.5	3.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi	695	0.0	0.0				?	0	180	3.0	3.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi	695	1.0	0.090156522437446	11.0918209017416	11.0918209017416		0	0	180	3.5	4.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	684	0.0	0.1433354378008203	0.0	0.0		0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;pi
N_pi_arom_acc	684	0.0	0.7186131942557384	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;pi
N_pi_arom_acc	684	0.0	0.2541947847218065	0.0	0.0	0.0	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;pi
N_pi_arom_acc	684	0.0	0.2833237790990893	0.0	0.0	0.0	-	0	180	1.5	2.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	684	0.0	0.0				?	0	180	2.0	2.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	
N_pi_arom_acc	684	0.0	0.5888325005410647	0.0	0.0	0.0	-	0	180	2.5	3.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	684	1.0	2.3014206056870776	0.4345142289631386	0.0	1.3455602496094936	0	0	180	3.0	3.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
N_pi_arom_acc	684	1.0	1.3024968950299385	0.7677561488367423	0.0	1.7901663479043524	0	0	180	3.5	4.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hydrophobic;pi
C_pi_don	614	0.0	0.6225767165246174	0.0	0.0	0.0	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;hbond_weak;pi
C_pi_don	614	0.0	0.8888134607257568	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;hbond_weak;pi
C_pi_don	614	0.0	1.046695073585981	0.0	0.0	0.0	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;hbond_weak;pi
C_pi_don	614	1.0	1.2691221579425178	0.7879462144299689	0.0	2.7777975751278747	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;pi
C_pi_don	614	2.0	0.8657485244001474	2.310139657917111	0.0	4.926892725627377	0	0	180	2.0	2.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;pi
C_pi_don	614	2.0	1.601094210689765	1.2491457321167772	0.0	3.3442164567600443	0	0	180	2.5	3.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;pi
C_pi_don	614	7.0	8.613689206982778	0.8126599221069383	0.2717049908448094	1.390244651599298	0	0	180	3.0	3.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;pi
C_pi_don	614	4.0	6.860679789549605	0.5830326035756574	0.0	1.1501671405220728	0	0	180	3.5	4.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	hydrophobic;pi
N_pi_don_pos	674	0.0	1.2675833828980945	0.0	0.0	0.0	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hbond_weak;pi
N_pi_don_pos	674	0.0	1.8022950495738248	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hbond_weak;pi
N_pi_don_pos	674	0.0	0.9012285824209916	0.0	0.0	0.0	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;hbond_weak;pi
N_pi_don_pos	674	1.0	1.2808911428474152	0.780706467980569	0.0	2.554025153512024	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;pi
N_pi_don_pos	674	1.0	1.3403391044784392	0.7460798514784257	0.0	2.519827362956615	0	0	180	2.0	2.5	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;pi
N_pi_don_pos	674	1.0	1.6650517679502852	0.6005819273901746	0.0	1.929266453944264	0	0	180	2.5	3.0	carbon_aromatic_pyridine_2	[cd2]1[nd2H0][cd2]cc[cd2]1	0	desolvation;pi
