atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	RDKit_SMARTS	RDKit_SMARTS_index	ligand_atom_type	SMARTS	SMARTS_index	interaction_types
C_pi_carbonyl	3012.0	4.0	3.98037882935553	1.0049294731696798	0.246051932169085	2.036673554441752	0	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;desolvation;hydrophobic;pi
C_pi_carbonyl	3012.0	1.0	0.4161073295353592	2.403226112639344	0.0	5.353715237791184	0	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;desolvation;hydrophobic;pi
N_pi	5841.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi	5841.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi	5841.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi	5841.0	0.0	1.780855623504607	0.0	0.0	0.0	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi	5841.0	1.0	2.658575352833772	0.3761413040010701	0.0	1.2294052020538124	0	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi	5841.0	1.0	1.3996077063401513	0.7144859202118217	0.0	2.426453597205086	0	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi	5841.0	0.0	0.0674713461916897	0.0	0.0		0	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi	5841.0	0.0	0.0				?	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi	5841.0	0.0	0.0				?	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_arom_acc	5230.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_arom_acc	5230.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_arom_acc	5230.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_arom_acc	5230.0	2.0	9.703572258889793	0.2061096621574315	0.0	0.5327823388404878	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	5230.0	19.0	19.576261853068704	0.9705632332978642	0.6117177481989271	1.3794723257115291	0	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	5230.0	28.0	12.248358190566064	2.28602067022878	1.5164023730424303	3.0850506615146887	+	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	5230.0	13.0	6.624777518177076	1.962330050228944	1.0751227503160967	2.947011249107641	+	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	5230.0	11.0	3.0446917723831524	3.612845181826087	1.7580814223870702	5.560886119567152	+	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	5230.0	1.0	1.3904202565221746	0.7192070133538448	0.0	2.2743461422802	0	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
C_pi_don	4454.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_pi_don	4454.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_pi_don	4454.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_pi_don	4454.0	28.0	52.2530010940687	0.5358543894845939	0.3681125904386914	0.7471826581371039	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	4454.0	30.0	73.7972096247026	0.4065194355256206	0.2732859718041568	0.5907134642775977	-	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	4454.0	38.0	45.51306225940731	0.8349251426637547	0.5817428067562173	1.136123312379823	0	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	4454.0	13.0	23.07041509638117	0.5634922451845777	0.2597812791564651	0.916925758303118	-	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	4454.0	5.0	15.865939733353525	0.3151404886209768	0.069051985854416	0.5933438704421098	-	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	4454.0	1.0	5.957099311130093	0.1678669345215758	0.0	0.5946388609710941	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_don_pos	4738.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_don_pos	4738.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_don_pos	4738.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_don_pos	4738.0	2.0	3.501518796686024	0.5711807121792062	0.0	1.597039777353988	0	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation
N_don_pos	4738.0	14.0	15.889103531501512	0.8811069782661933	0.4790101328823544	1.377020239574288	0	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation
N_don_pos	4738.0	15.0	15.860907267935335	0.9457214361453484	0.5167984796667129	1.4281756727683472	0	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation
N_don_pos	4738.0	5.0	8.998113542836293	0.5556720279419758	0.1133529409183286	1.085896482310936	0	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation
N_don_pos	4738.0	1.0	4.030514547721435	0.2481072796438183	0.0	0.8902659783607295	-	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation
N_don_pos	4738.0	0.0	2.3849690435750803	0.0	0.0	0.0	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation
N_pi_don_pos	4628.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_don_pos	4628.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_don_pos	4628.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_don_pos	4628.0	8.0	16.909999508415222	0.4730928582238467	0.1571506714841825	0.8743612047743425	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation;pi
N_pi_don_pos	4628.0	25.0	57.65922682208744	0.4335819499824317	0.246531943510373	0.5969415017479316	-	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation;pi
N_pi_don_pos	4628.0	9.0	43.49635942427758	0.2069138686346387	0.0754660987455931	0.358688542054608	-	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation;pi
N_pi_don_pos	4628.0	10.0	29.70023361382016	0.3366976883086463	0.1320541421678524	0.5404300060352883	-	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation;pi
N_pi_don_pos	4628.0	11.0	15.690302580222944	0.7010699725998338	0.3285546764263287	1.131411157992885	0	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation;pi
N_pi_don_pos	4628.0	1.0	3.450642499575754	0.2898011022941226	0.0	1.0215439664604369	0	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	multipolar;electrostatic_repulsion;desolvation;pi
O_pi_acc_neg	3396.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
O_pi_acc_neg	3396.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
O_pi_acc_neg	3396.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
O_pi_acc_neg	3396.0	3.0	2.099753253710322	1.428739302915196	0.0	3.1858259205631305	0	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
O_pi_acc_neg	3396.0	89.0	59.159762031508414	1.5044009127791744	1.1890858892695035	1.835607032159065	+	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
O_pi_acc_neg	3396.0	165.0	69.64110952912462	2.3692902240593297	2.026390048913305	2.732637325957758	+	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
O_pi_acc_neg	3396.0	188.0	50.34110340148673	3.734522831187045	3.297823565504668	4.213505901843143	+	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
O_pi_acc_neg	3396.0	103.0	29.349150830241467	3.5094712142018243	2.8683709804615263	4.148884750065483	+	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
O_pi_acc_neg	3396.0	18.0	8.414133106373631	2.139257814493707	1.2251362323587969	3.22014406706494	+	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;pi;hbond_classic
O_pi_mix	4387.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
O_pi_mix	4387.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
O_pi_mix	4387.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
O_pi_mix	4387.0	3.0	2.8869216518590224	1.039169178030225	0.0	2.1339121527736715	0	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	4387.0	17.0	21.68773116516303	0.7838533164458934	0.447015193686432	1.1426439687313226	0	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	4387.0	21.0	36.71209556155162	0.5720185589730592	0.3441150286406007	0.827830419877423	-	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	4387.0	31.0	20.65498603478004	1.500848267231962	0.9831843228669688	1.9816544065983013	0	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	4387.0	13.0	10.63038642186776	1.2229094488284744	0.6457112467894873	1.9468168052695007	0	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	4387.0	2.0	5.944046985785409	0.3364710953299661	0.0	0.8969574691053862	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;electrostatic_repulsion;hbond_classic
N_pi_arom_don	4789.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_arom_don	4789.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_arom_don	4789.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
N_pi_arom_don	4789.0	5.0	19.161301984728425	0.2609426021251063	0.053421826868618	0.5203583286804301	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_don	4789.0	24.0	40.52012190254524	0.5922983168146011	0.4008193029150218	0.8314055747016902	-	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_don	4789.0	21.0	30.104643311644445	0.6975668099637381	0.4261258288302326	0.9873557303385612	-	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_don	4789.0	15.0	20.16698755178257	0.7437898179628787	0.4350549557679923	1.1137681362109642	0	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_don	4789.0	1.0	8.881098920982112	0.112598678260124	0.0	0.3662549592127626	-	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_don	4789.0	0.0	1.9512921742917653	0.0	0.0	0.0	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;hydrophobic;desolvation;pi
C_ali_apol	2432.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_ali_apol	2432.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_ali_apol	2432.0	0.0	0.0				?	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_ali_apol	2432.0	45.0	73.54763963417336	0.6118483233973301	0.4281990065920489	0.8087908629275423	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic
C_ali_apol	2432.0	90.0	182.5810016006066	0.4929318998746306	0.3779406512764379	0.6040298993037886	-	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic
C_ali_apol	2432.0	161.0	270.2971624070599	0.5956407332073229	0.5015376803861442	0.6894937174842497	-	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic
C_ali_apol	2432.0	145.0	235.3347276502777	0.6161436582172402	0.5117895165345232	0.7089808661297442	-	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic
C_ali_apol	2432.0	100.0	161.08614650696592	0.6207858476251753	0.4956114063286028	0.7395209376514815	-	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic
C_ali_apol	2432.0	39.0	58.58968535340726	0.6656461758542619	0.4754383850381347	0.8580340582572187	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic
C_pi_phenyl	2722.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_pi_phenyl	2722.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_pi_phenyl	2722.0	3.0	3.947216073622597	0.7600293330906306	0.0	1.6763515714353805	0	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_phenyl	2722.0	272.0	433.3348437620714	0.6276901198126257	0.5275325084106663	0.7230520902193314	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_phenyl	2722.0	449.0	619.9768598201	0.724220578378179	0.6479916722218599	0.8064202149648269	-	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_phenyl	2722.0	301.0	431.2311759288815	0.6980014822714042	0.6207242856626886	0.7786360451964703	-	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_phenyl	2722.0	154.0	203.31538654653468	0.7574439033651424	0.641257314093589	0.8875383337794089	-	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_phenyl	2722.0	64.0	104.1229541647604	0.6146579350671199	0.4578235394137074	0.7977774057516529	-	20	40	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic;hbond_weak;pi
C_pi_phenyl	2722.0	6.0	19.68103558071066	0.3048620066456557	0.0997963287951954	0.5774457136985606	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	desolvation;hydrophobic;hbond_weak;pi
C_ali_don	2412.0	0.0	0.0				?	160	180	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_ali_don	2412.0	0.0	0.0				?	140	160	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	
C_ali_don	2412.0	2.0	5.817563160040281	0.3437865554666624	0.0	0.9218943748839612	-	120	140	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;desolvation;hydrophobic
C_ali_don	2412.0	80.0	201.2448487748454	0.3975257030777704	0.3119324064583462	0.491569919244231	-	100	120	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;desolvation;hydrophobic
C_ali_don	2412.0	145.0	314.85553089525905	0.4605286735402346	0.3852498361825249	0.5451079590413064	-	80	100	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;desolvation;hydrophobic
C_ali_don	2412.0	106.0	241.71380025305297	0.4385351597179283	0.359919566978645	0.5198903430419805	-	60	80	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;desolvation;hydrophobic
C_ali_don	2412.0	103.0	213.79210620221625	0.4817764408129127	0.3867236921454302	0.5801919226024133	-	40	60	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	electrostatic_repulsion;desolvation;hydrophobic
