atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	RDKit_SMARTS	RDKit_SMARTS_index	ligand_atom_type	interaction_types
O_pi_acc_neg	1586	1.0	0.6889935952627413	1.4513923015767067	0.0	4.409386042689215	0	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	desolvation;electrostatic_repulsion;pi;hbond_classic
N_don_pos	667	0.0	0.1679648650541523	0.0	0.0	0.0	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	multipolar;electrostatic_repulsion;desolvation
N_pi_don_pos	776	0.0	0.705352183586658	0.0	0.0	0.0	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	multipolar;electrostatic_repulsion;desolvation;pi
N_pi	53	0.0	0.0				?	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	
N_pi_amide_don	2267	4.0	1.7058126181191549	2.3449234444111675	0.5262455400460272	4.638084151622759	0	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_don	825	1.0	0.3696343873213907	2.705375999366956	0.0	8.898875561881766	0	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_arom_acc	499	0.0	0.0856608693172625	0.0	0.0	0.0	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
S_mix	408	0.0	0.1225082579818924	0.0	0.0	0.0	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	electrostatic_repulsion;desolvation
S_apol	973	0.0	0.2409157287484536	0.0	0.0	0.0	-	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	desolvation;hydrophobic
Water	2206	8.0	2.942173201576212	2.7190785354560894	1.27580602033532	4.619195830910462	+	0	20	[#6](=[O])-[#7d2]-[#6!$([#6]=O)]	2	nitrogen_amide_sec	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	264	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
metal	54	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_ali_weak_pol	1159	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_ali_don	1152	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_pi_carbonyl	1113	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_pi_phenyl	1025	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_pi_don	462	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_pi_neg	618	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
C_pi_pos	184	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
O_ali_mix	569	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
O_pi_mix	453	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
O_pi_acc	1137	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
O_pi_acc_neg	722	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
N_don_pos	311	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
N_pi_don_pos	303	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
N_pi	29	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
N_pi_amide_don	1082	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
N_pi_arom_don	351	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
N_pi_arom_acc	205	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
S_mix	187	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
S_apol	468	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
Water	1061	0.0	0.0				?	160	180	[c]-[F]	1	fluorine_aryl	
other_ligand	264	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
metal	54	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_ali_weak_pol	1159	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_ali_don	1152	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_pi_carbonyl	1113	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_pi_phenyl	1025	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_pi_don	462	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_pi_neg	618	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
C_pi_pos	184	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
O_ali_mix	569	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
O_pi_mix	453	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
O_pi_acc	1137	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
O_pi_acc_neg	722	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
N_don_pos	311	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
N_pi_don_pos	303	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
N_pi	29	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
N_pi_amide_don	1082	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
N_pi_arom_don	351	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
N_pi_arom_acc	205	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
S_mix	187	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
S_apol	468	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
Water	1061	0.0	0.0				?	140	160	[c]-[F]	1	fluorine_aryl	
other_ligand	264	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
metal	54	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_ali_weak_pol	1159	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_ali_don	1152	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_pi_carbonyl	1113	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_pi_phenyl	1025	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_pi_don	462	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_pi_neg	618	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
C_pi_pos	184	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
O_ali_mix	569	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
O_pi_mix	453	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
O_pi_acc	1137	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
O_pi_acc_neg	722	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
N_don_pos	311	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
N_pi_don_pos	303	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
N_pi	29	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
N_pi_amide_don	1082	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
N_pi_arom_don	351	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
N_pi_arom_acc	205	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
S_mix	187	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
S_apol	468	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
Water	1061	0.0	0.0				?	120	140	[c]-[F]	1	fluorine_aryl	
other_ligand	264	5.0	2.043157490979309	2.4471926525857	0.7312724816150143	4.00445877214726	0	100	120	[c]-[F]	1	fluorine_aryl	
metal	54	0.0	0.2459274459478471	0.0	0.0		0	100	120	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	16.0	9.156784804332188	1.7473382133464797	1.0478910152991774	2.463909652461288	+	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	4.0	7.4560174808657615	0.53647942889956	0.1131436242850287	1.0723329238028647	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	5.0	3.720062737741042	1.3440633538982147	0.4107271361156663	2.4915817164070795	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	1.0	1.5591914635913326	0.6413580521385551	0.0	2.001601768583623	0	100	120	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	8.0	4.752451156088632	1.6833418665967246	0.7813698286393951	2.90932808892514	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	0.0	0.857500586662081	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	1.0	0.3651767600925364	2.738399890909263	0.0	9.401951895310924	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	0.0	0.0980800546789837	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	0.0	0.9252261783878344	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	0.0	0.4480373645060271	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	4.0	4.819900099736707	0.8298927191911103	0.2044131890154102	1.5849487896166186	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	1.0	1.3052550855505736	0.7661337703795936	0.0	2.3648853784189257	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	0.0	0.5016988641297503	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	0.0	0.9142713206807668	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	0.0	0.0055528093786091	0.0			?	100	120	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	1.0	2.8883009587805297	0.346224307740496	0.0	1.2399858159042871	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	1.0	0.451107520343722	2.216766413554907	0.0	6.714772575669082	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	0.0	0.2048814940182424	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	0.0	0.5576936760199597	0.0	0.0	0.0	-	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
S_apol	468	2.0	0.9082190460125104	2.2021119340988258	0.0	5.693225421708713	0	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
Water	1061	2.0	6.815505601475055	0.2934485153334988	0.0	0.7263642611487676	-	100	120	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
other_ligand	264	58.0	36.76583837417787	1.5775514054572937	1.2289923257482234	1.956150641997885	+	80	100	[c]-[F]	1	fluorine_aryl	
metal	54	3.0	3.044766732384009	0.9852971553098396	0.0	1.956998468950253	0	80	100	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	177.0	168.60514547891583	1.0497900256675972	0.9207336255885517	1.186467277001511	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	147.0	120.99942323398226	1.21488182398803	1.0471282478375592	1.4041987411102528	+	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	86.0	69.80530315574534	1.231998087711503	0.9851062215537744	1.50822694615599	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	38.0	25.542539632127408	1.4877142424868195	1.029455234239176	1.888896211928346	+	80	100	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	126.0	102.14429952235766	1.2335490143766734	1.03927012072539	1.424114827474992	+	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	13.0	16.23279998493553	0.8008476671963153	0.4052329618076382	1.2582380575359513	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	5.0	7.474718809689163	0.6689214841792724	0.1358939236012932	1.265357625855415	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	2.0	1.3677369363479897	1.4622694955802125	0.0	3.404610917863689	0	80	100	[c]-[F]	1	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	12.0	17.46307937834374	0.6871640298950599	0.3508021821128559	1.0374406232079063	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	4.0	10.270058528626109	0.3894817141353824	0.0870037221369314	0.8303106506666864	-	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	64.0	83.20305812279291	0.769202496205697	0.5996924649822091	0.9644380553455076	-	80	100	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	15.0	26.976273384263184	0.5560441869168765	0.2704663089646536	0.8662801274650666	-	80	100	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	2.0	8.854615529127129	0.2258709024035012	0.0	0.5956063594946307	-	80	100	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	16.0	12.84146020902262	1.2459642236603388	0.6624771237821404	1.8690833738606043	0	80	100	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	0.0	0.1281323235188964	0.0			?	80	100	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	44.0	47.82905431507127	0.9199429223532712	0.6430801436966328	1.1866046436906714	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	8.0	7.9877130986235105	1.0015382251746885	0.3830037496308406	1.6378408427026931	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	7.0	3.4494111043599807	2.029331902814412	0.681536834268907	3.629241685934392	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	5.0	6.514429867226314	0.7675268752457809	0.170516193442914	1.3952357371161193	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
S_apol	468	10.0	13.66452801345902	0.7318218375453873	0.2882986046882406	1.2703099228791217	0	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
Water	1061	79.0	129.8356142649022	0.6084617109664314	0.4879405296914557	0.7376072745997405	-	80	100	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
other_ligand	264	43.0	42.3729633242008	1.0147980369227816	0.73775782090552	1.295159807691328	0	60	80	[c]-[F]	1	fluorine_aryl	
metal	54	0.0	3.356496674372028	0.0	0.0	0.0	-	60	80	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	280.0	269.8245188660267	1.037711476987848	0.9389905482041078	1.1342509020774347	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	254.0	198.4869607903224	1.2796810379313557	1.1552976149312024	1.401551969032915	+	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	123.0	120.08012728926067	1.0243160361056718	0.8631380692419797	1.2020877442872313	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	135.0	44.089155308782274	3.061977464855374	2.6388490957841344	3.4891216392543107	+	60	80	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	194.0	169.97795913830592	1.1413244457309202	0.9883691298293992	1.3039287734534293	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	27.0	23.5759683789834	1.145233975800075	0.7709296171574268	1.573119399005534	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	8.0	12.699331503465878	0.6299544190823474	0.2280215752178457	1.0472840601146949	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	6.0	2.2167043739595216	2.706720873781956	0.8520834234325095	4.81461896214831	0	60	80	[c]-[F]	1	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	22.0	29.771399126360503	0.7389642625334505	0.4261100963371315	1.048559222400353	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	9.0	18.801565151178977	0.4786835525464561	0.2121972424595059	0.7820298170556181	-	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	92.0	141.37292866556052	0.6507610818308801	0.5362472134307792	0.779369307263931	-	60	80	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	25.0	48.64355225484663	0.5139427291210854	0.3202036314832925	0.7246118726488379	-	60	80	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	17.0	13.301370819440562	1.2780637598008862	0.7314957315946455	1.864234030414384	0	60	80	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	10.0	21.466807863327432	0.4658354452914903	0.1836740160167378	0.7831983795635187	-	60	80	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	2.0	0.217498099364416	9.195482654076065			?	60	80	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	83.0	76.64794196765943	1.0828731714025763	0.8745131588543054	1.2822066275453132	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	11.0	12.531780409119229	0.8777683330610733	0.4274951279711841	1.399158072278653	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	4.0	4.939214989161623	0.809845290957654	0.1679436158681524	1.827884754838213	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	8.0	9.745367789334937	0.8209028302405356	0.3282548746878566	1.3718204369880134	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
S_apol	468	21.0	23.080070381598187	0.9098759082096806	0.5584570197543378	1.3304806190485714	0	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
Water	1061	127.0	213.8003168353676	0.5940122160707256	0.4897736422326804	0.7062534978916647	-	60	80	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
other_ligand	264	26.0	40.33635568479757	0.6445797980157929	0.3908857292214096	0.8855070540080463	-	40	60	[c]-[F]	1	fluorine_aryl	
metal	54	0.0	2.5586818400774187	0.0	0.0	0.0	-	40	60	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	252.0	258.5199804708888	0.9747795877942864	0.8595498216192251	1.0800052307686845	0	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	284.0	185.4638034578335	1.531296105790095	1.3773643709648464	1.7354107841331126	+	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	197.0	106.10240049848466	1.8566969180194328	1.6474145545347068	2.098421945740381	+	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	108.0	39.660750665255904	2.723095205926384	2.292086916624512	3.191048712579172	+	40	60	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	118.0	143.57917167541797	0.8218462233976145	0.6594378403967197	0.9512208159081365	-	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	12.0	21.16465777810001	0.5669829451443773	0.2756371920627203	0.9000429205261509	-	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	11.0	10.620440707105407	1.035738563338587	0.496411121127054	1.7049238056144636	0	40	60	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	3.0	2.238286513608265	1.340310984210776	0.0	3.080650665630465	0	40	60	[c]-[F]	1	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	10.0	26.935460173520017	0.3712578116571738	0.1700750179717791	0.6123015483522101	-	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	14.0	15.776651787576862	0.8873872725659151	0.4972140735394215	1.396151413841881	0	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	68.0	130.52220689242563	0.5209841422314023	0.397392998600873	0.6377488063770692	-	40	60	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	16.0	39.840514130094576	0.4016012430902336	0.2070102274967408	0.6088597922301302	-	40	60	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	15.0	12.464550165360825	1.203412862959566	0.6393172375606512	1.8637477101143125	0	40	60	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	10.0	18.98752537846123	0.5266615738849068	0.2193114621120767	0.859963469824282	-	40	60	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	0.0	0.1587220687496928	0.0			?	40	60	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	94.0	74.60344273579332	1.2599954714274946	1.0501116446385834	1.5014775889507306	+	40	60	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	7.0	10.927464074675951	0.6405877843352765	0.2086752096185046	1.1521373564176345	0	40	60	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	6.0	4.01219441263049	1.495440993864068	0.5324706594533061	2.45411548426158	0	40	60	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	1.0	8.71725302270604	0.1147150366514859	0.0	0.3564588163063478	-	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
S_apol	468	15.0	22.099717440431352	0.6787417097269106	0.3748035097238882	1.0612869856147076	0	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
Water	1061	91.0	182.7097684260045	0.4980576615248354	0.4079940370746152	0.586145561491898	-	40	60	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
other_ligand	264	12.0	24.14161183573988	0.4970670592190901	0.2348070964304033	0.7721252570444975	-	20	40	[c]-[F]	1	fluorine_aryl	
metal	54	0.0	1.8271342989165675	0.0	0.0	0.0	-	20	40	[c]-[F]	1	fluorine_aryl	
C_ali_apol	1149	203.0	162.39970258984937	1.2500022891833074	1.097614100790362	1.404751655537258	+	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	127.0	110.93133143947492	1.1448523906818182	0.965438066002014	1.3258569859719351	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	100.0	64.29280237184264	1.5553840602816142	1.268609197127064	1.7949980821843587	+	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	63.0	23.58811537579261	2.670836520693552	2.070227799146658	3.389298389788089	+	20	40	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	82.0	89.26047566044302	0.91865967992303	0.7324765909254488	1.112708066764703	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	11.0	12.73808984176121	0.863551767702017	0.403300519424584	1.374048556740592	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	7.0	6.729675675395327	1.0401689973846762	0.4232977538436837	1.8329974573441632	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	1.0	1.3886568936181	0.7201202864406145	0.0	2.265210911181352	0	20	40	[c]-[F]	1	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	5.0	15.703714510745916	0.3183960072999636	0.0628882614901704	0.6008200107282534	-	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	6.0	9.85148719357342	0.6090450996996755	0.1822917845449673	1.1747766600246852	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	61.0	78.05991632403334	0.7814510042104558	0.5924136164425491	0.958009870417215	-	20	40	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	6.0	25.765348495869937	0.232870904151045	0.0751795133243995	0.4325376271837562	-	20	40	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	7.0	6.795502166721088	1.0300931157494702	0.291127783062469	1.8739964235589108	0	20	40	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	8.0	12.347861559745397	0.6478854627007136	0.2427776381547678	1.2018443196031858	0	20	40	[c]-[F]	1	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	0.0	0.0850095287851786	0.0			?	20	40	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	63.0	42.23117666564224	1.4917888861774131	1.1604682987257977	1.844942663032518	+	20	40	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	3.0	6.735128775355595	0.4454257817574704	0.0	1.1373159584056696	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	1.0	2.6888532736353388	0.3719057524652495	0.0	1.3108687011356932	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	3.0	6.0183790597352615	0.4984730888871538	0.0	1.0508183718214987	0	20	40	[c]-[F]	1	fluorine_aryl	desolvation;hbond_weak
