atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	h_min	h_max	ligand_atom_type	interaction_types
C_ali_don	813	73.0	32.061591619647146	2.276867626099574	1.813482419434642	2.673237665960747	+	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	777	11.0	10.385435065677449	1.059175656141129	0.4601495871553641	1.641036374841255	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	754	34.0	47.02643920572064	0.7229975429622575	0.5132232295808417	0.9819368284219036	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	451	13.0	8.323392314061351	1.5618631814384254	0.8366674370785109	2.371722534558783	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	506	4.0	4.198194531292617	0.9527905317832918	0.0	1.982749561026888	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
C_pi_pos	268	2.0	1.33049242336027	1.5032028479717552	0.0	3.78080887907021	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi
O_ali_mix	420	9.0	9.190014015796155	0.9793238600648972	0.4403802596353495	1.568196275684286	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	351	4.0	7.913708961113193	0.5054519972436963	0.1164998888132966	1.0078270749279017	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	805	12.0	38.87044685230991	0.3087178299131616	0.1569465080567878	0.4976841789822385	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	562	2.0	16.703551718012147	0.1197350140714872	0.0	0.3124035301660009	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
N_don_pos	225	3.0	4.342448384249469	0.6908544983243382	0.0	1.62548091023916	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hbond_classic
N_pi_don_pos	361	18.0	13.958032333056588	1.2895800475666537	0.8158219559794435	1.9437718364168108	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi;hbond_classic
N_pi	24	0.0	0.0424745721227902	0.0			?	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	776	31.0	26.243378614403817	1.1812503433908272	0.8419732004648096	1.589011704886502	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	346	7.0	4.224090723712347	1.6571613769336946	0.6649306278641696	2.8757155827854795	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	246	2.0	2.040332342206346	0.9802324644019844	0.0	2.5227013699191585	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	100	0.0	1.6903137076600532	0.0	0.0	0.0	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak
S_apol	276	0.0	4.2024329209988505	0.0	0.0	0.0	-	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
Water	805	84.0	91.39486249411368	0.919088860223517	0.7598007668960433	1.072903177425439	0	0	180	2.5	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	193	9.0	7.893705835277124	1.1401488968310456	0.4405896274592392	2.0006476358075336	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	
metal	42	2.0	1.5953255013682024	1.2536626527218024			?	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	
C_ali_apol	754	50.0	42.40826260676228	1.1790155249610996	0.8636542330086574	1.5018051480793615	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
C_ali_weak_pol	827	84.0	39.80870688451112	2.11009114774042	1.747356022380106	2.4837414198169565	+	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_ali_don	813	59.0	29.985823503624903	1.9675964541333224	1.4817264007856716	2.4458493206848333	+	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	777	4.0	9.822358494543344	0.4072341690870005	0.0957343916802924	0.7882175312327231	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	754	88.0	49.04500559843738	1.7942703630317	1.4682218558506352	2.0969451041217675	+	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	451	9.0	9.238515660843106	0.9741824693923462	0.3562970988658476	1.675563007188157	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	506	2.0	3.5141838719593768	0.5691221839467595	0.0	1.4317688056081423	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
C_pi_pos	268	1.0	1.1782048353695302	0.8487488507771754	0.0	2.721236039051384	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi
O_ali_mix	420	8.0	8.646576022341277	0.9252217269968328	0.3653450759481599	1.5743268754469544	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	351	5.0	7.937321016400158	0.62993546432971	0.1368015975164402	1.1959397270800565	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	805	5.0	36.28357854995652	0.1378033865407135	0.0287417693368069	0.2599177014611966	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	562	2.0	15.175823639423374	0.1317885636733712	0.0	0.3387734916686735	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
N_don_pos	225	1.0	4.114279601876306	0.2430559166528091	0.0	0.7242045763924759	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hbond_classic
N_pi_don_pos	361	14.0	13.73019794065338	1.0196502672803989	0.577131753015644	1.5286557712411035	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi;hbond_classic
N_pi	24	1.0	0.0574366564984249	17.4104841918753			?	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	776	19.0	27.20149573511434	0.6984910015618351	0.4361151781516635	0.9733738373926916	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	346	8.0	5.397274342777941	1.4822296388740643	0.5038799357205664	2.64346788186302	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	246	2.0	2.302057879651982	0.8687878865592875	0.0	2.47243385812573	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	100	1.0	1.725422519222756	0.5795681862611054	0.0	2.055005985315713	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak
S_apol	276	3.0	4.691816199443331	0.6394112370292638	0.0	1.4656117148525898	0	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
Water	805	27.0	82.24662710394388	0.3282809393007351	0.2261659434577748	0.4542224446842127	-	0	180	3.0	3.5	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	193	3.0	1.6338240262334611	1.836183060005584	0.0	3.2859267448054577	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	
metal	42	0.0	0.0782122933546603	0.0			?	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	
C_ali_apol	754	21.0	9.322970262131332	2.25250101733127	1.4710204534327218	2.9844610304472963	+	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
C_ali_weak_pol	827	10.0	7.810388596922743	1.2803460257969692	0.5587716424088773	2.2065629939439835	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_ali_don	813	9.0	6.096620753739662	1.4762276289663263	0.6620715305221907	2.394158825475281	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	777	1.0	1.847925661117439	0.541147309678735	0.0	1.7810850209100169	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	754	26.0	10.42421454875594	2.494192716237112	1.7701144441859205	3.089054270110987	+	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	451	0.0	1.434709621966616	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	506	0.0	0.67354111888585	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
C_pi_pos	268	0.0	0.2235408061660578	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi
O_ali_mix	420	0.0	1.8002368541921585	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	351	0.0	1.3968726987773998	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	805	0.0	7.430070129536772	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	562	0.0	2.424904595425497	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
N_don_pos	225	0.0	0.8341396603069657	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hbond_classic
N_pi_don_pos	361	1.0	2.37757148565433	0.4205972379942093	0.0	1.3816508071075853	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi;hbond_classic
N_pi_amide_don	776	4.0	4.710245066212924	0.8492127147889639	0.2066653503702391	1.7636652234416887	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	346	0.0	0.7041108452424722	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	246	0.0	0.4294677443015685	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	100	0.0	0.2139251939013375	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak
S_apol	276	2.0	0.8398179489873263	2.381468510421396	0.0	5.527284855028912	0	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
Water	805	0.0	14.29269008818748	0.0	0.0	0.0	-	0	180	3.5	4.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	83	7.0	5.807118418990701	1.2054171268676532	0.4252326172483953	2.145382163747866	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	
metal	18	8.0	1.0816397320299027	7.396178009277154			?	0	180	0.0	0.5	carbon_aromatic_pyridine_2	
C_ali_apol	444	10.0	28.52246753065408	0.350600802306205	0.1402153743568968	0.613741305625058	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	hydrophobic
C_ali_weak_pol	444	6.0	19.44365691104103	0.3085839267505751	0.1043384583057191	0.5597932159126174	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_ali_don	446	4.0	10.491420347424611	0.3812639154222719	0.0	0.7657768882902911	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_pi_carbonyl	412	3.0	3.3315712455758404	0.9004760153287581	0.0	1.9996514367354443	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
C_pi_phenyl	408	7.0	20.04504718422348	0.3492134458785097	0.1045815209495256	0.6361533727636609	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	hydrophobic;pi
C_pi_don	148	4.0	1.6566144308444393	2.414563054337905	0.5539011053116664	4.90256620592078	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	hydrophobic;hbond_weak;pi
C_pi_neg	255	1.0	1.4728817772632927	0.6789411176354311	0.0	2.356287964433084	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;pi
C_pi_pos	62	0.0	0.2545764536926984	0.0	0.0	0.0	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;pi
O_ali_mix	197	8.0	3.205708031457645	2.4955485407578983	1.0301380916505554	4.020108254889351	+	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_mix	111	0.0	1.5025562444217202	0.0	0.0	0.0	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_acc	435	51.0	14.432216338988075	3.5337607753443567	2.831164722391012	4.558174120407855	+	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
O_pi_acc_neg	305	5.0	4.810429719640098	1.039408180018912	0.2332388365819367	2.00903337140004	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;pi
N_don_pos	136	1.0	1.979855825716884	0.505087283129776	0.0	1.7838470297552274	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
N_pi_don_pos	81	1.0	1.7592027567485475	0.5684393093200089	0.0	2.3717265603923776	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak;pi
N_pi	3	0.0	0.0085851074375763	0.0			?	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
N_pi_amide_don	413	2.0	6.713372354521374	0.2979128661995077	0.0	0.7667984496274715	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	114	0.0	0.9430078987922934	0.0	0.0	0.0	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	51	0.0	0.2477522518524329	0.0	0.0	0.0	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
S_mix	68	0.0	0.9317149080881156	0.0	0.0	0.0	-	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
S_apol	212	1.0	2.425063218277942	0.4123603840357236	0.0	1.3612176901983923	0	0	180	0.0	0.5	carbon_aromatic_pyridine_2	hydrophobic
Water	409	34.0	21.933541312317217	1.5501372767792232	1.134836999466977	2.014658946375929	+	0	180	0.0	0.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
other_ligand	83	5.0	3.527521997881189	1.4174256044337237	0.0	2.163659115626732	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	
metal	18	2.0	0.7235753170273445	2.76405227339232			?	0	180	0.5	1.0	carbon_aromatic_pyridine_2	
C_ali_apol	444	14.0	33.15397855337395	0.4222720955634832	0.2157518729257815	0.6674792656878363	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	hydrophobic
C_ali_weak_pol	444	9.0	23.36690514540039	0.3851601204351867	0.1674954521070676	0.6450116152612454	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_ali_don	446	10.0	12.01471048384337	0.8323130227272121	0.401544765891501	1.4118877116393105	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_pi_carbonyl	412	4.0	4.795149436906816	0.8341762968247056	0.0	1.6080415882291532	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
C_pi_phenyl	408	19.0	17.02951804501074	1.1157097898942927	0.6442645334436147	1.5829157346723917	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	hydrophobic;pi
C_pi_don	148	0.0	1.9748211858835665	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	hydrophobic;hbond_weak;pi
C_pi_neg	255	0.0	1.369547260330796	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;pi
C_pi_pos	62	0.0	0.1111517224846245	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;pi
O_ali_mix	197	1.0	3.121417705091322	0.3203672479876395	0.0	0.9802516191415436	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_mix	111	0.0	1.1630676656324623	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_acc	435	51.0	17.291144700716988	2.9494866235134367	2.262510721068494	3.666489207841432	+	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
O_pi_acc_neg	305	9.0	4.6530230124839225	1.9342264106266545	0.8109665338833173	3.4641036201814552	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;pi
N_don_pos	136	1.0	1.4871286108489166	0.6724367971302477	0.0	2.184064768594689	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
N_pi_don_pos	81	0.0	0.992391628693212	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak;pi
N_pi	3	0.0	0.0037852493341342	0.0			?	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
N_pi_amide_don	413	4.0	9.407522945245598	0.4251916283681808	0.1016982034042858	0.8843270942309581	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	114	0.0	1.375829691838972	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	51	0.0	0.2112298796134896	0.0	0.0	0.0	-	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
S_mix	68	1.0	1.4502319466147024	0.689544870621775	0.0	2.151097338640683	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
S_apol	212	4.0	3.636254342332143	1.1000330624382466	0.2521124687606508	2.146798396106079	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	hydrophobic
Water	409	31.0	22.140093473411344	1.400174757041056	0.9453456591148646	1.8321307308681656	0	0	180	0.5	1.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
other_ligand	83	6.0	3.659430247220057	1.6395994990088942	0.2565565207088103	3.6333022023684527	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	
metal	18	0.0	0.5733413049164371	0.0			?	0	180	1.0	1.5	carbon_aromatic_pyridine_2	
C_ali_apol	444	9.0	34.031299246078405	0.2644624272180003	0.1006699011039833	0.4620227592361862	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	hydrophobic
C_ali_weak_pol	444	19.0	25.67391169953742	0.7400508431421586	0.430015010918911	1.0674784051513757	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_ali_don	446	8.0	12.219613987574508	0.6546851650252442	0.2479972925864427	1.096887527915423	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_pi_carbonyl	412	5.0	4.499201938536163	1.1113081982772204	0.2593037771864845	2.2972723139308453	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
C_pi_phenyl	408	31.0	18.8066674925162	1.6483515759682537	1.1557267987282014	2.198919313393481	+	0	180	1.0	1.5	carbon_aromatic_pyridine_2	hydrophobic;pi
C_pi_don	148	2.0	2.675155831388337	0.7476199990047128	0.0	2.1725382029868627	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	hydrophobic;hbond_weak;pi
C_pi_neg	255	5.0	1.482546111419531	3.3725763815956613	0.803669364566487	6.6054575863744205	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;pi
C_pi_pos	62	0.0	0.1836133386064649	0.0	0.0	0.0	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;pi
O_ali_mix	197	2.0	3.004559867991404	0.6656549005086166	0.0	1.8467558187821609	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_mix	111	0.0	1.552227540658702	0.0	0.0	0.0	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_acc	435	45.0	17.50198892415133	2.57113635456046	1.968569286736929	3.20100735705896	+	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
O_pi_acc_neg	305	4.0	4.91981129397792	0.8130393141086911	0.0	1.7943056832015989	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;pi
N_don_pos	136	1.0	1.7534110669588887	0.5703169204551658	0.0	1.7219269678826543	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
N_pi_don_pos	81	1.0	1.2379499611331126	0.8077870926904721	0.0	3.1716935036304923	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak;pi
N_pi	3	0.0	0.0072249196606935	0.0			?	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
N_pi_amide_don	413	4.0	8.544836556668423	0.4681189597334526	0.1088454529102324	0.965937418244508	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	114	3.0	1.8573482751307235	1.6152059579611449	0.0	3.856397477113305	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	51	0.0	0.387830061528193	0.0	0.0	0.0	-	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
S_mix	68	1.0	1.5950159005872078	0.6269529975418103	0.0	2.1764861903682813	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
S_apol	212	3.0	3.780082812211775	0.7936334067360449	0.0	1.8886306633844463	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	hydrophobic
Water	409	23.0	22.05293162154809	1.0429452371550694	0.6299380737542627	1.3964445675308614	0	0	180	1.0	1.5	carbon_aromatic_pyridine_2	desolvation;hbond_weak
other_ligand	83	4.0	5.164424730953997	0.7745296346416304	0.149233709517977	1.7760909672284413	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	
metal	18	0.0	0.5180886107203618	0.0			?	0	180	1.5	2.0	carbon_aromatic_pyridine_2	
C_ali_apol	444	17.0	41.5328053346888	0.4093149948096897	0.2335626341806567	0.6076161293966622	-	0	180	1.5	2.0	carbon_aromatic_pyridine_2	hydrophobic
C_ali_weak_pol	444	23.0	28.83907794528556	0.7975289655111842	0.519690258433771	1.0842732980821856	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_ali_don	446	9.0	14.590757728132724	0.6168288287486896	0.2721728101187509	0.9933108303164824	-	0	180	1.5	2.0	carbon_aromatic_pyridine_2	hbond_weak;hydrophobic
C_pi_carbonyl	412	14.0	5.415685901312136	2.585083451129989	1.4629833257810667	3.692674203502678	+	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
C_pi_phenyl	408	54.0	21.61800674971112	2.4979176214163044	1.952277787395528	3.036392434103789	+	0	180	1.5	2.0	carbon_aromatic_pyridine_2	hydrophobic;pi
C_pi_don	148	2.0	2.876944619782608	0.6951819601418421	0.0	2.063421779436108	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	hydrophobic;hbond_weak;pi
C_pi_neg	255	5.0	1.9178601996857336	2.607072194740427	0.5450177794807116	5.406851773780852	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;pi
C_pi_pos	62	0.0	0.2493015020345003	0.0	0.0	0.0	-	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;pi
O_ali_mix	197	2.0	2.6992086396593225	0.7409579128542015	0.0	1.9260006324919865	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_mix	111	1.0	1.2093677432235048	0.826878346642977	0.0	2.903738959822772	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
O_pi_acc	435	46.0	19.96964045714139	2.303496655271519	1.6932145457252112	2.963515522622977	+	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
O_pi_acc_neg	305	1.0	6.431411748963007	0.1554868571680609	0.0	0.5058013559958436	-	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;pi
N_don_pos	136	1.0	2.4746868799444144	0.404091526933889	0.0	1.3924027363890137	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak
N_pi_don_pos	81	1.0	2.000428199178274	0.4998929731198424	0.0	1.4487803323444426	0	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hbond_weak;pi
N_pi	3	0.0	0.0037852493341342	0.0			?	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;pi
N_pi_amide_don	413	4.0	10.326795947149533	0.3873418261066837	0.094377465448073	0.8281665025178133	-	0	180	1.5	2.0	carbon_aromatic_pyridine_2	desolvation;hydrophobic;hbond_weak;pi
