atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	distance_min	distance_max	ligand_atom_type	interaction_types
metal	54	0.0	2.4961881518175804	0.0	0.0	0.0	-	0	180	3.0	3.25	fluorine_aryl	
C_ali_apol	1149	206.0	219.6067384081076	0.938040433063482	0.8230326298411405	1.0606718160861923	0	0	180	3.0	3.25	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	182.0	162.17626913313435	1.122235706696347	0.9795820980917668	1.266232308600253	0	0	180	3.0	3.25	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	106.0	99.4700089325518	1.0656478383537296	0.8875651873103415	1.2810660455768137	0	0	180	3.0	3.25	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	96.0	36.761350190708505	2.611438358547129	2.190437838082156	3.107518328035129	+	0	180	3.0	3.25	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	114.0	135.1548935312857	0.8434766734776884	0.7076044108582649	1.0081091817614585	0	0	180	3.0	3.25	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	13.0	20.904431806946025	0.6218777013437132	0.3343416526084685	0.9820253383578784	-	0	180	3.0	3.25	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	6.0	10.41167535954236	0.5762761316314925	0.1914711557457676	1.1284707670910397	0	0	180	3.0	3.25	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	10.0	2.186386071635042	4.573757640397752	2.2772433466474613	7.3047438020767395	+	0	180	3.0	3.25	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	22.0	24.94207079151124	0.8820438440695734	0.5431260213842977	1.292584591173289	0	0	180	3.0	3.25	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	8.0	16.001052056150147	0.4999671254069278	0.1979958234781158	0.8675360736938681	-	0	180	3.0	3.25	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	122.0	118.79694411667506	1.0269624434125098	0.8620803866578713	1.2144806798801944	0	0	180	3.0	3.25	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	24.0	39.53962429319939	0.6069860406874902	0.3941835937533148	0.8966891274249948	-	0	180	3.0	3.25	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	16.0	11.335160134250488	1.4115371825806116	0.8069563706756298	2.171201646121702	0	0	180	3.0	3.25	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	18.0	19.50759336752652	0.9227176136428934	0.523022617712133	1.424087563832915	0	0	180	3.0	3.25	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	1.0	0.1312848784190093	7.617023468676997			?	0	180	3.0	3.25	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	75.0	66.65251834734889	1.1252388035685246	0.8734509174858857	1.3380225235822736	0	0	180	3.0	3.25	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	13.0	10.637307951086996	1.22211372085656	0.570613670569918	2.0146135813681068	0	0	180	3.0	3.25	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	6.0	4.482913370633619	1.3384153348365853	0.4204091150540954	2.509742780285987	0	0	180	3.0	3.25	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	4.0	7.865484777963491	0.508550981016032	0.0	1.1398030578220053	0	0	180	3.0	3.25	fluorine_aryl	desolvation;hbond_weak
S_apol	468	9.0	18.59316747401952	0.4840487782716862	0.2013436785468138	0.7921025544398677	-	0	180	3.0	3.25	fluorine_aryl	desolvation;hydrophobic
Water	1061	157.0	183.64888513616728	0.8548922030405557	0.7287752286433933	0.9961224240354244	-	0	180	3.0	3.25	fluorine_aryl	desolvation;hbond_weak
other_ligand	264	53.0	56.24718636839896	0.9422693546459184	0.6279472225252621	1.254290065086919	0	0	180	3.25	3.5	fluorine_aryl	
metal	54	0.0	4.053306867975899	0.0	0.0	0.0	-	0	180	3.25	3.5	fluorine_aryl	
C_ali_apol	1149	410.0	371.7301078533311	1.1029507466254755	0.9997905440961764	1.1942737378985564	0	0	180	3.25	3.5	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	338.0	263.8238177575709	1.281158020048781	1.1744823651518612	1.3924550267901616	+	0	180	3.25	3.5	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	214.0	152.79060073515672	1.4006097166339575	1.231078164830095	1.5625862588388186	+	0	180	3.25	3.5	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	132.0	58.13523487603796	2.270567931504263	1.889041311402596	2.679723750630992	+	0	180	3.25	3.5	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	237.0	215.9729448861068	1.0973596721801513	0.9459505443249188	1.2397405375904589	0	0	180	3.25	3.5	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	31.0	31.100236220465074	0.9967769948834306	0.6578884224702094	1.3750227798612416	0	0	180	3.25	3.5	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	14.0	15.506413605536675	0.902852223353645	0.4814591031343928	1.381954764124481	0	0	180	3.25	3.5	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	1.0	3.044329239753539	0.3284795832664135	0.0	1.0809651472525028	0	0	180	3.25	3.5	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	12.0	38.1231661569949	0.3147692390129097	0.1519378926635911	0.4984565198680548	-	0	180	3.25	3.5	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	12.0	21.629874384838644	0.5547882427098764	0.2810275253822788	0.8835145853711175	-	0	180	3.25	3.5	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	129.0	185.7312084845825	0.6945520952161803	0.5853171489549541	0.8155509353671319	-	0	180	3.25	3.5	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	33.0	59.35407880579685	0.5559853789993795	0.3850896831835703	0.764616025610203	-	0	180	3.25	3.5	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	13.0	16.700306297028884	0.7784288365006097	0.4315709148750279	1.1666570257483253	0	0	180	3.25	3.5	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	15.0	26.870020586127865	0.5582429664286905	0.2862367782762309	0.8460440553583459	-	0	180	3.25	3.5	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	1.0	0.2522392583149045	3.9644899318232376			?	0	180	3.25	3.5	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	137.0	102.9931615155482	1.3301854024484725	1.1378457626017775	1.5540183536586825	+	0	180	3.25	3.5	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	10.0	15.88214420729184	0.6296379046482138	0.2798623306445328	1.025113064252296	0	0	180	3.25	3.5	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	6.0	6.215118265066492	0.9653879048005228	0.3361043422056344	1.6723037722024576	0	0	180	3.25	3.5	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	6.0	13.854457507679202	0.4330736152371423	0.1501886267323415	0.77267867990203	-	0	180	3.25	3.5	fluorine_aryl	desolvation;hbond_weak
S_apol	468	16.0	32.396295069453046	0.4938836359435015	0.2658335633458292	0.7463669159341162	-	0	180	3.25	3.5	fluorine_aryl	desolvation;hydrophobic
Water	1061	145.0	272.5937510509424	0.5319270872533772	0.4441951083726899	0.6314851812102619	-	0	180	3.25	3.5	fluorine_aryl	desolvation;hbond_weak
other_ligand	264	33.0	38.74576762651303	0.8517059287120355	0.5788556870336361	1.0889439964071308	0	0	180	3.5	3.75	fluorine_aryl	
metal	54	2.0	3.8146747500128	0.5242910945404425	0.0	1.219057366123712	0	0	180	3.5	3.75	fluorine_aryl	
C_ali_apol	1149	371.0	262.7884704719061	1.4117818766316934	1.3012360579432638	1.5322898701024472	+	0	180	3.5	3.75	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	297.0	185.43156725919823	1.601669038286508	1.4279073559263544	1.7682377273933556	+	0	180	3.5	3.75	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	195.0	104.34552221680585	1.86879126058553	1.6338325201503363	2.110622596767581	+	0	180	3.5	3.75	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	116.0	37.38391038144725	3.1029391740027297	2.601511961637722	3.5882517212802334	+	0	180	3.5	3.75	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	191.0	148.12461128002826	1.2894548606707643	1.1185333905470682	1.471401183002076	+	0	180	3.5	3.75	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	16.0	20.14524481737889	0.7942320952186754	0.4587000623334829	1.2000963796871795	0	0	180	3.5	3.75	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	9.0	10.836871203374413	0.830498012857951	0.2953340115183309	1.3466139635070118	0	0	180	3.5	3.75	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	2.0	1.892040729979773	1.0570596966067327	0.0	2.574903147080749	0	0	180	3.5	3.75	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	0.0	25.900263502222348	0.0	0.0	0.0	-	0	180	3.5	3.75	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	0.0	15.697172521789108	0.0	0.0	0.0	-	0	180	3.5	3.75	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	0.0	123.47444157601048	0.0	0.0	0.0	-	0	180	3.5	3.75	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	0.0	40.13572326046139	0.0	0.0	0.0	-	0	180	3.5	3.75	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	8.0	11.960188332422582	0.6688857882206584	0.2507938414586747	1.1272970638277746	0	0	180	3.5	3.75	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	8.0	18.128338598854697	0.4412980238854	0.1678608657729123	0.7516361362274308	-	0	180	3.5	3.75	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	0.0	0.2100910965282307	0.0			?	0	180	3.5	3.75	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	53.0	68.63715897663029	0.7721764826840449	0.6120532315536175	0.9827753154668546	-	0	180	3.5	3.75	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	6.0	10.68583252342863	0.5614911132890238	0.1744290328844085	1.0348674573274792	0	0	180	3.5	3.75	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_acc	205	4.0	4.166173509475988	0.9601136368665334	0.0	2.1723922342788167	0	0	180	3.5	3.75	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
S_mix	187	6.0	9.393756006104535	0.6387221465089042	0.1957003335947494	1.1848791318606111	0	0	180	3.5	3.75	fluorine_aryl	desolvation;hbond_weak
S_apol	468	23.0	20.032803693626928	1.1481168762871186	0.7276977930224947	1.676181515391074	0	0	180	3.5	3.75	fluorine_aryl	desolvation;hydrophobic
Water	1061	0.0	178.06937566580015	0.0	0.0	0.0	-	0	180	3.5	3.75	fluorine_aryl	desolvation;hbond_weak
other_ligand	264	2.0	0.923474013176436	2.165735008742348	1.7241730542174902		0	0	180	3.75	4.0	fluorine_aryl	
metal	54	1.0	0.0823570635333419	12.142249335968051	12.142249335968051		0	0	180	3.75	4.0	fluorine_aryl	
C_ali_apol	1149	0.0	2.632362891601196	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hydrophobic
C_ali_weak_pol	1159	0.0	1.5317372085192362	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_ali_don	1152	0.0	0.9303671340839472	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	1113	0.0	0.3335449313072516	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	multipolar;desolvation;hydrophobic
C_pi_phenyl	1025	0.0	1.084351560504858	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hydrophobic
C_pi_don	462	0.0	0.0576740877526925	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hbond_weak;hydrophobic
C_pi_neg	618	0.0	0.0741887995800094	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;electrostatic_repulsion
C_pi_pos	184	0.0	0.0106822660650253	0.0	0.0		0	0	180	3.75	4.0	fluorine_aryl	multipolar;desolvation
O_ali_mix	569	0.0	0.2306726733973175	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hbond_weak
O_pi_mix	453	0.0	0.1379046640669361	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hbond_weak
O_pi_acc	1137	0.0	1.0676566624040549	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
O_pi_acc_neg	722	0.0	0.3038391214019865	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;electrostatic_repulsion
N_don_pos	311	0.0	0.1260145813646066	0.0	0.0		0	0	180	3.75	4.0	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi_don_pos	303	0.0	0.2439005672304901	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	multipolar;desolvation;hbond_weak
N_pi	29	0.0	0.0049518308265299	0.0			?	0	180	3.75	4.0	fluorine_aryl	desolvation;electrostatic_repulsion;hydrophobic
N_pi_amide_don	1082	0.0	0.587343136276155	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
N_pi_arom_don	351	0.0	0.0973141930024956	0.0	0.0		0	0	180	3.75	4.0	fluorine_aryl	desolvation;electrostatic_repulsion;hbond_weak;hydrophobic
S_mix	187	1.0	0.0595544389678083	16.79135959186085	16.79135959186085		0	0	180	3.75	4.0	fluorine_aryl	desolvation;hbond_weak
S_apol	468	8.0	0.4000149695070403	19.9992515526577	11.900940167042364	33.434653422153104	+	0	180	3.75	4.0	fluorine_aryl	desolvation;hydrophobic
Water	1061	0.0	1.0800932054305843	0.0	0.0	0.0	-	0	180	3.75	4.0	fluorine_aryl	desolvation;hbond_weak
other_ligand	193	4.0	5.874651704314324	0.6808914300506383	0.0	1.5842563553713505	0	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	
metal	42	1.0	0.6224516267626463	1.6065505446599475			?	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	
C_ali_apol	754	0.0	39.52273549190834	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
C_ali_weak_pol	827	0.0	33.71776923453307	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_ali_don	813	0.0	24.41280437939232	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	777	0.0	7.514067318346073	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	754	0.0	47.22920159990697	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	451	0.0	7.562612942201382	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	506	0.0	3.723331499748934	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
C_pi_pos	268	0.0	1.2020255513390032	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi
O_ali_mix	420	26.0	9.118792005579106	2.8512548574517926	1.9395989557506368	3.8075149673893978	+	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	351	56.0	9.086231451699678	6.163171200038558	5.061370572619332	7.282603452635444	+	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	805	1.0	29.799954061737868	0.0335570987098925	0.0	0.1068300715252353	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	562	2.0	13.89736336777505	0.1439121901811651	0.0	0.3565570660534387	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
N_don_pos	225	6.0	4.165444046352621	1.4404226616016524	0.4799824171449692	2.617565046725277	0	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hbond_classic
N_pi_don_pos	361	9.0	12.973438517495016	0.6937251051726393	0.3240048901985519	1.0764109247863392	0	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi;hbond_classic
N_pi	24	0.0	0.0402364881908549	0.0			?	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	776	35.0	21.18497292454284	1.6521144551217448	1.113965486065282	2.183390127894288	+	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	346	20.0	4.412145814793356	4.532941756580796	2.6665915834451765	6.360096516345785	+	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	246	0.0	1.8651219561755428	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	100	0.0	1.183082186607928	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak
S_apol	276	0.0	3.759794097836592	0.0	0.0	0.0	-	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
Water	805	212.0	89.13177173276048	2.3785009080222195	2.197101309175915	2.567978444114065	+	0	180	2.5	2.75	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	193	3.0	11.88330755339	0.2524549656332153	0.0	0.5938343935807074	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	
metal	42	0.0	2.641144128334832	0.0			?	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	
C_ali_apol	754	2.0	64.83752996355044	0.0308463323807112	0.0	0.0772322833959362	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
C_ali_weak_pol	827	0.0	64.63494817440821	0.0	0.0	0.0	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_ali_don	813	4.0	51.20235927123549	0.0781214002036645	0.0179326436320952	0.166679023196619	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	777	0.0	17.86411344919926	0.0	0.0	0.0	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	754	3.0	73.53127662734734	0.0407989652512609	0.0	0.0961081746455956	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	451	1.0	16.77185123035371	0.0596237103624076	0.0	0.2140896438539816	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	506	0.0	7.0297450998054645	0.0	0.0	0.0	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
C_pi_pos	268	0.0	2.195803711754676	0.0	0.0	0.0	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi
O_ali_mix	420	21.0	16.32019841127352	1.2867490621617572	0.8179408923433871	1.89547201002884	0	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	351	12.0	11.916227956384327	1.0070300806532313	0.4811418362651274	1.5400797713025485	0	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	805	8.0	66.48869010810051	0.1203212153374237	0.0471091154755315	0.2086788195121744	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	562	2.0	27.720305313928527	0.0721492774827074	0.0	0.1909770856381474	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
N_don_pos	225	19.0	7.381382359238574	2.574043597161649	1.5418006585465749	3.625346277983714	+	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hbond_classic
N_pi_don_pos	361	71.0	25.83337157515075	2.7483830282646986	2.1498332818171773	3.4022324113950315	+	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi;hbond_classic
N_pi	24	0.0	0.1245588044185374	0.0			?	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	776	240.0	49.05819544139992	4.892148963911245	4.486804213596074	5.413299143267483	+	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_don	346	37.0	8.762765298496076	4.222411389513101	3.091377495293541	5.538564206126666	+	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
N_pi_arom_acc	246	0.0	4.193106823948197	0.0	0.0	0.0	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
S_mix	100	0.0	2.7775417557824555	0.0	0.0	0.0	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak
S_apol	276	0.0	6.292358452305269	0.0	0.0	0.0	-	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
Water	805	282.0	165.539218490194	1.7035238088713385	1.5657469162337634	1.8628736007174105	+	0	180	2.75	3.0	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
other_ligand	193	9.0	15.482544555440674	0.581299796540055	0.2218753689967682	1.0185935633985057	0	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	
metal	42	0.0	1.9490765141314257	0.0			?	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	
C_ali_apol	754	16.0	57.49010192053621	0.2783087777808338	0.1555918843694352	0.4226126032327018	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic
C_ali_weak_pol	827	35.0	57.9512760246468	0.6039556399951301	0.4137066376179718	0.7847202618932616	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_ali_don	813	93.0	52.6902055572286	1.765033918855936	1.4860309557181532	2.078979054880315	+	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hbond_weak;hydrophobic
C_pi_carbonyl	777	5.0	17.786292057020106	0.2811153659217318	0.0569996616695604	0.5622659198972942	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hydrophobic;pi
C_pi_phenyl	754	26.0	63.56517664790757	0.4090289899454856	0.2507805729064346	0.5659980275318875	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
C_pi_don	451	19.0	14.259988533132663	1.3323993883903944	0.8057405763555641	1.9535914908984944	0	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;hydrophobic;hbond_weak;pi
C_pi_neg	506	3.0	7.080013041795934	0.4237280330261951	0.0	0.9677737242609208	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
C_pi_pos	268	0.0	1.998196443009467	0.0	0.0	0.0	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi
O_ali_mix	420	13.0	14.193226384124712	0.9159298702189834	0.4238700687923569	1.4226186805788648	0	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_mix	351	5.0	9.88218018404458	0.5059612258510349	0.1119977747012059	0.9519036980826866	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	desolvation;electrostatic_repulsion;hbond_classic
O_pi_acc	805	30.0	62.16668061503566	0.4825736182662483	0.3215853425343368	0.6509675574523368	-	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
O_pi_acc_neg	562	18.0	26.01280164534439	0.6919669878473674	0.4011059877226635	1.023801956511326	0	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;desolvation;pi
N_don_pos	225	16.0	7.585224632378607	2.109364030130595	1.1744972179346675	3.066558849901682	+	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;hbond_classic
N_pi_don_pos	361	47.0	21.96858271780114	2.13941885117222	1.6120796301212028	2.7513993494493088	+	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	multipolar;desolvation;pi;hbond_classic
N_pi	24	0.0	0.0811869894719782	0.0			?	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	electrostatic_repulsion;hydrophobic;desolvation;pi
N_pi_amide_don	776	149.0	47.31276775876717	3.149255625029249	2.7769411972753515	3.584862616424171	+	0	180	3.0	3.25	oxygen_amide_sec_acyclic_Csp3_Csp3	pi;desolvation;electrostatic_repulsion;hydrophobic;hbond_classic
